LAST SEEN             TYPE      REASON                   OBJECT                                  MESSAGE
46m                   Normal    Created                  Pod/cilium-rhf82                        Created container install-cni-binaries
46m                   Normal    Pulled                   Pod/cilium-rhf82                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
46m                   Normal    Pulled                   Pod/cilium-mdnnt                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
46m                   Normal    Created                  Pod/cilium-mdnnt                        Created container install-cni-binaries
46m                   Normal    Started                  Pod/cilium-mdnnt                        Started container install-cni-binaries
46m                   Normal    Created                  Pod/cilium-7c2kd                        Created container cilium-agent
46m                   Normal    Started                  Pod/cilium-7c2kd                        Started container cilium-agent
46m                   Normal    Started                  Pod/cilium-jswn8                        Started container cilium-agent
46m                   Normal    Started                  Pod/cilium-22qb2                        Started container install-cni-binaries
46m                   Normal    Pulled                   Pod/cilium-22qb2                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
46m                   Normal    Created                  Pod/cilium-22qb2                        Created container cilium-agent
46m                   Normal    Started                  Pod/cilium-22qb2                        Started container cilium-agent
46m                   Normal    Pulled                   Pod/cilium-8hc7b                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
46m                   Normal    Pulled                   Pod/cilium-4wl86                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
46m                   Normal    Created                  Pod/cilium-4wl86                        Created container cilium-agent
46m                   Normal    Started                  Pod/cilium-4wl86                        Started container cilium-agent
46m                   Normal    Created                  Pod/cilium-8hc7b                        Created container cilium-agent
46m                   Normal    Started                  Pod/cilium-8hc7b                        Started container cilium-agent
46m                   Normal    Pulled                   Pod/cilium-jswn8                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
46m                   Normal    Started                  Pod/cilium-t5ztx                        Started container install-cni-binaries
46m                   Normal    Pulled                   Pod/cilium-mdnnt                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
46m                   Normal    Created                  Pod/cilium-mdnnt                        Created container cilium-agent
46m                   Normal    Started                  Pod/cilium-mdnnt                        Started container cilium-agent
46m                   Normal    Started                  Pod/cilium-rhf82                        Started container cilium-agent
46m                   Normal    Created                  Pod/cilium-rhf82                        Created container cilium-agent
46m                   Normal    Pulled                   Pod/cilium-rhf82                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
46m                   Normal    Pulled                   Pod/cilium-t5ztx                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
46m                   Normal    Created                  Pod/cilium-t5ztx                        Created container cilium-agent
46m                   Normal    Started                  Pod/cilium-zt8mg                        Started container cilium-agent
46m                   Normal    Created                  Pod/cilium-zt8mg                        Created container cilium-agent
46m                   Normal    Pulled                   Pod/cilium-zt8mg                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
46m                   Normal    Created                  Pod/cilium-jswn8                        Created container cilium-agent
46m                   Normal    Pulled                   Pod/cilium-7c2kd                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
46m                   Normal    Started                  Pod/cilium-t5ztx                        Started container cilium-agent
33m                   Normal    Pulled                   Pod/cilium-7z2zj                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
33m                   Normal    Killing                  Pod/cilium-rhf82                        Stopping container cilium-agent
33m                   Normal    Pulled                   Pod/cilium-2wlx7                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
33m                   Normal    Killing                  Pod/cilium-jswn8                        Stopping container cilium-agent
33m                   Normal    Created                  Pod/cilium-2wlx7                        Created container config
33m                   Normal    Killing                  Pod/cilium-zt8mg                        Stopping container cilium-agent
33m                   Normal    Killing                  Pod/cilium-22qb2                        Stopping container cilium-agent
33m                   Normal    Killing                  Pod/cilium-4wl86                        Stopping container cilium-agent
33m                   Normal    Killing                  Pod/cilium-t5ztx                        Stopping container cilium-agent
33m                   Normal    SuccessfulCreate         DaemonSet/cilium                        Created pod: cilium-2wlx7
33m                   Normal    SuccessfulCreate         ReplicaSet/cilium-operator-5bd5fbd99d   Created pod: cilium-operator-5bd5fbd99d-rcxrf
33m                   Normal    Killing                  Pod/cilium-8hc7b                        Stopping container cilium-agent
33m                   Normal    Started                  Pod/cilium-2wlx7                        Started container config
33m                   Normal    Created                  Pod/cilium-7z2zj                        Created container config
33m                   Normal    Killing                  Pod/cilium-operator-5bd5fbd99d-9hg9g    Stopping container cilium-operator
33m                   Normal    Pulling                  Pod/cilium-operator-5bd5fbd99d-rcxrf    Pulling image "quay.io/cilium/operator-generic:v1.18.2@sha256:cb4e4ffc5789fd5ff6a534e3b1460623df61cba00f5ea1c7b40153b5efb81805"
